"DESCRIPTION"	"SKILL"	"SKILL_ACTIVE"
"COCKPIT AREA NEED PAINT TOUCH UP"	"WSPT"	"EA"
"RH MLG AFT PINTLE PIN AFT FIX BUSH FWD FACE SEAL WORN OUT"	"WSSR,WSST"	"WSSR"
"STA986.5-1006 STR25L-24L THERE IS A CORROSION ON THE SKIN"	"STR,WSNC,WSPT"	"STR"
"WRONG INDICATION FUEL QUANTITY CTR WING TANK"	"EA"	"EA"
"OXYGEN PRESS. ON CREW SYSTEM ALWAYS DROP DURING LEAK TEST"	"CBN"	"CBN"
"BOTH OPENABLE WINDOW FRAME TAPE ARE DAMAGE"	"CBN"	"CBN"
"EXTERNAL FUSELAGE SKIN STA 727E-727F STR 20R-21R NICK (FINDING CUSTOMER)"	"STR,WSNC,WSPT"	"STR"
"EXTERNAL FUSELAGE SKIN STA 727F-727I STR 25R-27L MULTIPLE NICK (FINDING CUSTOMER)"	"STR,WSNC"	"STR"
"EXTERNAL FUSELAGE SKIN STA 500B-500C STR 24R-25R L/S 1 LOC (FINDING CUSTOMER)"	"CBN,NA,STR,WSNC,WSPT"	"CBN"
"CAPTAIN SIDE LINING MISSING UNDER THE CRASH PAD AND SOME SCREWS ARE MISSING"	"CBN"	"CBN"
"FWD WING TO BODY FAIRING UPPER PANEL 191AL ERODED ON FWD EDGE"	"WSPT,WSST"	"WSSR"
"RH WINGLET T/E UPPER CORNER L/S ON EXISTING REPAIR"	"STR,WSNC,WSPT,WSST"	"STR"
"THERE ARE CORROSION ON THE PRECOOLER LINK RH ENGINE"	"AP"	"NA"
"RH WING SLAT PANEL 621PB ERRODED"	"AP,WSPT,WSST"	"AP"
"FWD ATTD LOWER BACKREST OUTBOARD COVER TAKEN FOR VH-VUV P/N 2D7004-31CUC 1EA"	"CBN"	"CBN"
"FWD LH SIDE WING TO BODY FAIRING LOWER PANEL ERODED"	"WSPT,WSSR"	"EA"
"ALL ESCAPE SLIDE COVER DISCOLORATION ( INSITU )"	"WSCN,WSSE,WSSS"	"EA"
"RH AND LH SERVICE LIGHT AT AIR COND COMPT NOT ILLUMINATE"	"EA"	"EA"
"ALL G1 AND G4 INSIDE WASTE BOX (ALUMINIUM) FOUND BROKEN"	"CBN,WSST"	"EA"
"EXTERNAL FUSELAGE SKIN AT STA 500A - 500B STR 25L FOUND NICK"	"STR,WSNC,WSPT"	"STR"
"INSPECT EXT FUSELAGE SKIN BTW FR 54-55 STR 43L-43R CORRODED AROUNDBILGE DRAIN"	"AP"	"EA"
"UPPER VHF ANTENNA PAINT PEEL OFF"	"EA,WSPT"	"AP"
"SCREW HOLE CENTER LINNING DOOR 1LH OVERSIZED"	"CBN,WSCB,WSPT,WSSS"	"CBN"
"C76 B5 ATTENDANT INDICATION PANEL AT PAX DOOR LINING WERE CRACK 3RH"		
"EXTERNAL FS SKIN BTW STA 400-STA 440, BTW STGR 26LH- STGR 28LH LIGHTNINGSTRIKE ON SKIN (4 LOCATION)"	"WSPT"	"WSPT"
"EXTERNAL FS SKIN BTW STA 992.8 - STA 100"	"STR,WSNC"	"STR"
"LH ELEVATOR CONNECTOR FIN 85QT1-A"		
"ARMCAP SEAT NO. 43B, 36H, 32K BROKEN"	"WSSE"	"WSSE"
"RH SLAT ACCESS PANEL NO 10 HAS ERROSION"	"AP,WSPT,WSSR"	"AP"
"C29 B6 BEARING GUIDE DOOR LAVATORY L61,L62,L63,L64 WERE NOT INSTALL."		
"C44 B6 PLATE PUSH DOOR LAV 64 NOT INSTALL"		
"RH WING FUEL PUMP CANESTER LOWER BODY NEED RE SEALANT"		
"FWD CARGO SIDE WALL #3 HAS TEAR"	"AP,STR"	"AP"
"AFT CARGO RH LOWER SIDEWALLL #1 HAS TEAR"	"AP,STR"	"AP"
"ALL CREW SEAT COVER DIRTY"	"WSSW"	"WSSW"
"PYLON #2 FUEL LINE COUPLING AND LOCK RING AT RIB 10A CORROSION"		
"LH FWD BELLY FAIRING PLATE CLOSING AT FR 34 CRACKED"		"STR"
"LH HSTA HAS PLATE NUT BROKEN 2EA"	"STR"	"STR"
"FORWARD CARGO LH ANGLE SUPPORT COUNTOUR BTW AT STA.500I BTW STR 23-24 LHPRIMERPEEL OFF"	"STR"	"STR"
"LH ELEVATOR TAB FOUND LIGHTNING STRIKE"	"WSPT,WSSR"	"WSPT"
"TRIM AIR DUCT AT MIXER AREA SIGN OF LEAK"		
"RH ENGINE T/R FIREWALL DAPCO HAS PEEL OFF"	"WSSR"	"WSSR"
"THE AFT RH SLIDE RAFT COVER PANEL WAS DI"		"CBN"
"FAK POST OHB 44 NOT PROPER INSTALL"		
"AFT CARGO BALLMAT PANEL 151HG SCREW BROK"		
"SCREW LOCK PARTITION POS. DOOR 2 L/H NOT INSTALL"		
"LH WING FIX CANOE NO.3 ERODED"		
"LH MAIN L/G SHOCK STRUT DOOR HAS CRACK"		
"DURING ENGINE #2 BLEED AIR HEALTHY CHECK, FOUND HI STAGE REGULATOR HAS LEAK"		
"THE AFT RH FLOOR FITTING GIRT BAR CORROTION (POS AFT)"		"CBN"
"CREW O2 BOTTLE LOW PRESS 1300PSI"		
"ALL OXYGEN BOX PORTABLE WERE PAINT PEEL"		
"LH UPPER FUSELAGE RIVET HEAD FOUND LIGHT"		
"LH LOWER FUSELAGE SKIN FOUND LIGHTNING S"	"NA,STR,WSNC,WSPT"	"NA"
"LUG BIN DOOR TRIM BROKEN"		
"ALL SNAKE LIGHT PAINT PEEL OFF"		
"REF ADD 1701290: BACKSHELL KIT 19G, 21G,"		
"RH MAIN TANK ALL PANEL FUEL MEASURING STICK NEEDS RESEALANT"		
"REF ADD 1554184: BACKSHELL KIT SEAT POS."		
"RUDDER RH SIDE FIELD AREA FOUND WATER IN"	"AP,NA,WSPT,WSST"	"AP"
"LAVATORY SERVICE PANEL LEAD BONDING WAS CUT OFF"		
"EXTERNAL FUSELAGE SKIN BTW FR 23-FR 24 A"		
"UPPER FUSELAGE SKIN FOUND LIGHTNING STRIKE POS 12.00 O' AT FR10. DISTANCE 16MMO FWD LAP JOINT EDGE FR10"		
"LH WING MOVEABLE FLAP TRACK #4 FAIRING B"		
"LH WING FLAP TRACK #3 O/B BRACKET FOUND CRACK"		
"WATER HEATER AT LAVATORY L62 WAS CORRODED"		
"OUTSIDE L76 WALL LAMINATE WAS DENT"		
"LAVATORY L54 STRIP INFO PAINT PEELED OFF AND CRACKED"		
"GALLEY GUTTER AT CART SLOT G1F16 WAS BROKEN"		
"ENG#2 CNA RIVET UPPER SIDE FOUND LOOSE 9EA AT SEVERAL LOCATION"		
"RH FUSELAGE SUPPORT FRAME BELLY FAIRING FOUND CORROSION BETWEEN FR.53.9 TO FR.55"		
"LH FUSELAGE SUPPORT FRAME BELLY FAIRING FOUND CORROSION AT FR 53.8"		
"ENGINE #1 AFT FAIRING PANEL HAS PAINT PEEL OFF"		
"T PLUMBING GREEN HYD COLLECTOR DRAIN CRACK"		
"PANEL FWD BELLY FAIRING 192 GP PAINT ERR"		
"B1. C17 ALL ATTD SEAT PAINT PEEL OFF"		
"CABLE SEAT TO SEAT POS.45HK 1EA NOT PROPER INSTALLED."	"CBN"	"CBN"
"RESISTANCE OF ROSEMONT PITOT PROBES 2(9D"		
"LH WING TO BODY FAIRING 191FL EROSION"		
"B1.C34 HANDLE DOOR 3LH EMERGENCY DOOR NO"		
"VERSTAB AND RUDDER HOIST POINT COVER MIS"		
"FWD CARGO STUD AND WASHER SIDEWALL PANEL"		
"FWD ENTRY ESCAPE SLIDE COVER PAINT PEEL"		
"NO SMOKING & FSB AT PSU & GALLEY NOT ILL"		
"DAMPER OF LAV SHROUD A WEAK"		
"FWD CARGO CENTER SCUFT PLATE HAS DENT"		
"C91 B6 STRAINER WASH BASIN GALLEY 6 NOT PROPERLY INSTALL"		
"LAVATORY A SOAP DISPENSER INOP"		
"B1.C56 SPARE LIFEVEST INFANT FOUND TORN"		
"SIDEWALL 42DEF LAMINATE DIRTY"		
"BATTER PACK WEAK POS L/H OVERWING"		
"ENG #1 LH FAN COWL DENT AT INNER SIDE"		
"LH WING SLAT PANEL #10 DELAMINATED"		
"B1.C66 SCREW & NUT LATERAL LIGHT COVER N"		
"FWD CARGO DOOR EXT SKIN NICKED"		
"ADJUSTMENT ALL BACKREST"		
"SOME PLATE NUT HAS BROKEN AT LH WING SLA"		
"ENG #1 I/B T/R UPPER INSULATION BLANKET"		
"C92 B6 BRACKET VACUUM WASTE LINE FR 53.5 UNDER FLOOR 261DF AT AFT CARGOWAS LIGHT CORROSION (UPPER SIDEWALL CARGO 31L)"		
"ENGINE 1 FAN COWL I/B SIDE HAS DISCOLOURATION"	"WSPT"	"EA"
"ALL OF THE ECSAPE SLIDE CAVERS HAVE PAIN"	"CBN,WSCN,WSSS"	"EA"
"FWG CARGO NET CENTER SIDE HAS TEAR"		
"LH UPPER WING TIP PAINT PEEL OFF"	"WSPT"	"EA"
"FWD CARGO ANGEL SUPPORT AT STA.500I HAS CORROSION"	"AP,NA,STR"	"EA"
"EXTERNAL POWER ACCESS PANEL DECAL NEED T"		
"AFT CEILING PANEL LAMINATE DIRTY"		
"REF HIL SEQ. C59 EMERGENCY EXIT LT COVER ABOVE SEAT 34G WAS MISSING"	"CBN"	"CBN"
"TRIM DOOR COCKPIT SIGN CORROSION"	"WSCN"	"CBN"
"FWD LAV TISSUE CONTAINER PPO"	"WSSS"	"CBN"
"CRONO PANEL1 30VU FO SIDE FOUND DISCOLORATION"	"WSCN"	"CBN"
"BOTH RADOME BONDING SEAL BAD CONDITION"	"EA"	"EA"
"CONDUIT ASSY AT TAXI LIGHT HARNESS FOUND BROKEN OFF"	"EA"	"EA"
"LH WING SLAT #2 INBOARD SIDE AERODYNAMIC SEAL TORN OFF"	"AP"	"AP"
"AFT RH ATTD SEAT, CHANNEL RUBSTRIP UPPER FRONT NOT PROPER INSTALLED"	"WSSS"	"WSSS"
"IAT TABLE PEELOFF 3EF 3AC"	"WSSE"	"NA"
"EXTERNAL FUSELAGE SKIN BTW FR 64-70 STR 19L-38L MULTIPLE AREA OVERSANDED"	"STR,WSNC"	"STR"
"FWD CARGO DOOR INNER SKIN RIVET LOOSE 4 EA"	"AP,STR"	"AP"
"AFT CURTAIN TAKEN FOR PK-GNF"	"WSSW"	"CBN"
"SAFETY WALK PAX DOOR WAS AGING"	"CBN"	"CBN"
"SPARE PASSENGER LIFE VEST TAKEN FOR PK-GNF (1 EA) PN : P0723-103W SN OUT: 13011410232"	"CBN"	"CBN"
"PAX CALL LIGHT COVER SEAT 66C LOOSE"	"CBN"	"CBN"
"RECLINE PUSHBUTTON LOOSE 5EA"	"WSSE,WSSS"	"WSSS"
"BOTTOM CUSHION OF CAPTAIN SEAT WAS ERODED"	"WSSS"	"WSSS"
"PROXIMITY SWITCH PN: SP8913 AND CONNECTOR PN: EN3646A6083ADN FIN 112MY AT AFT CARGO LH SIDE TAKEN FOR PK-GPD"	"EA"	"EA"
"AFT CARGO FLOOR #3 FOUND CORROSION"	"AP,STR"	"AP"
"REF DMI 400718-M1 LOGO LIGHTS INOP"	"EA"	"EA"
"LH BODY LG INB WW DOOR SEAL BROKEN AT UPPER SIDE"	"AP"	"AP"
"RH WING BOTTOM SKIN LOWER SURFACE BETWEE"	"WSPT"	"WSPT"
"LH WING O/B AILERON SERVO FIN 9CS1 LEAK"	"AP"	"AP"
"CREW OXYGEN BOTTLE LOW PRESS"	"CBN"	"CBN"
"RH MLG WHELL WELL HYD TUBE CLAMP BETWEEN"	"AP"	"AP"
"BULK CARGO FLOOR HAS PUNCTURE AT STA 192"	"AP,STR"	"AP"
"LOWER FOAM BLANKET TORN GALLEY 5"	"WSCB"	"WSCB"
"T-GUIDE COMP GALLEY 618 CRACK"	"WSCB"	"WSCB"
"WALL COMP 754 DENT"	"WSCB"	"WSCB"
"TRIM WORK TABLE GALLEY 7 PEEL OFF"	"WSCB"	"WSCB"
"FWD BELLY FAIRING PANEL 192CB 24 EA SCRE"	"AP"	"AP"
"NUMEROUS PANEL LOWER CATCH DOOR L/B BROK"	"CBN"	"CBN"
"SEAL BACKFRAME OF ATTD SEAT 2LH BROKEN"	"WSSS"	"WSSS"
"RH WING SCREW TANK PANEL 641BB BAD CONDI"	"AP"	"AP"
"FWD BELLY FAIRING SUPPORT FR 44 Y1065 -"	"NA,STR,WSNC,WSPT"	"NA"
"LAMINATE SCRATCH MID ZONE 6 LH"	"WSCB,WSSS"	"WSCB"
"BULK CARGO SCREEN DECOMP PN AC40-0227243"	"AP"	"AP"
"LH HORSTAB HAND HOLE 333EB LEAK"	"AP,STR"	"AP"
"ATTD SEAT 3 RH, RESTRAINT SYSTEM FRAYING"	"WSSS"	"WSSS"
"LEADING EDGE FLAP ACTUATOR #3 HAS SIGN O"	"AP"	"AP"
"Y HOSE DRAIN WATER AFT RH DOOR TAKEN FOR"	"CBN"	"CBN"
"FOUND AIR TEMP GAGE CAN'T INCREASE AND DECREASE DURING OPERATIONAL TEST"	"EA"	"EA"
"AFT CARGO DOOR CUTOUT AFT SIDE STOP PAD"	"NA,WSST"	"NA"
"COVER NAV LT AT LH WING BLUR"	"EA,WSCB"	"EA"
"LOWER FUSELAGE FR 69 - 70 POTABLE WATER"	"WSPT"	"WSPT"
"DRAIN HOLE ALL DOOR BROKEN"	"CBN"	"CBN"
"FWD CARGO E-COMP FLOOR 122 CF ERROSION"	"WSPT,WSST"	"WSPT"
"FWD CARGO LOWER SIDEWALL 132 VW FOUND DENT"	"AP,WSPT,WSST"	"AP"
"FWD CARGO LOWER SIDEWALL 132 YW FOUND PUNCTURE"	"AP,WSPT,WSST"	"AP"
"LATERAL LIGHT COVER CRACK POST AFT 9LH,A"	"CBN,WSCB,WSSS"	"CBN"
"SUPPORT SNUBBER LUGAGEBIN BROKE"	"CBN"	"CBN"
"REF PFR ATA 464100: UPS-PACK (1200RF) CL"	"EA"	"EA"
"RH MLG DOOR STOP FITTING NO.4 CHAFING"	"NA,STR,WSNC,WSPT"	"NA"
"LH FUSELAGE SKIN AND RIVET HEAD CORROSIO"	"CBN,NA,STR,WSNC,WSPT"	"CBN"
"FWD CARGO LOWER SIDEWALL 131JW PUNCTURE"	"AP,WSPT,WSST"	"AP"
"LEADING EDGE SLAT NO#7 NEED SEND TO SHOP"	"AP,WSNC,WSPT,WSSR"	"AP"
"RH MLG DOOR UPPER SEAL TEAR"	"AP"	"AP"
"LH WING SERVICE INTERPHONE HINGE PANEL O"	"AP"	"AP"
"FLOOR AREA AFT GALLEY NEED RESEALANT"	"STR"	"STR"
"FOUND STATIC DISCHARGE DAMAGE 1 EA AT RH"	"EA"	"EA"
"TROLLEY RACEWAY G414 NOT PROPER INSTALL"	"CBN"	"CBN"
"REPLACEMENT OF RH ELEVATOR PITOT PROBE ("	"EA"	"EA"
"AFT CARGO AREA NEED RE-SEALANT"	"AP,STR"	"EA"
"AFTER EGR FOUND ENG#1 IDG OIL COOLER HAS"	"AP"	"EA"
"SLAT NO #3 OUTBOARD TRACK HAS CHAFING"	"AP,Repair Eng/APU Shoot Peening,WSPT,WSST"	"AP"
"1ST OBS SEAT BACK REST PANEL PAINT CHAFI"	"CBN,NA,WSSS"	"CBN"
"SCREW OVEN G#4 LOOSE"	"CBN"	"CBN"
"DOOR RAME 2LH PANEL PAINT DISCOLORATION"	"CBN,WSCB,WSSS"	"CBN"
"CDD - COFFE MAKER 512 U/S"	"CBN"	"CBN"
"NUMEROUS HANDRAIL BROKE"	"CBN,WSCB,WSSS"	"CBN"
"NUMEROUS SEAT HEADREST BRACKET BROKE"	"CBN,WSST"	"CBN"
"READING LIGHT KNOB BROKEN CAPTAIN SIDE 2"	"EA"	"EA"
"FIRST OFFICER SEAT BOTTOM PAN WAS DIRTY"	"WSSS"	"WSSS"
"FIRST OFFICER SEAT ALL SEAT COVER DIRTY"	"WSLS,WSSS"	"WSLS"
"LAV E DOOR LAMINATE OUTSIDE BROKEN AT HA"	"CBN,WSCB"	"EA"
"FWD RH DOOR LINING LAMINATE TEAR OFF"	"CBN,WSCB"	"EA"
"G4 OUTER SURFACE BAD CONDITION"	"CBN,NA,WSCB"	"EA"
"MANY OF L/BIN DOOR RUBBER BUMPER MISING"	"CBN"	"EA"
"C/CLASS SEATS: THE FOODTRAY TABLE FOUND"	"WSSS"	"WSSS"
"LH ELEVATOR REPAINTING & BALANCING"	"AP,WSPT,WSST"	"EA"
"RH MLG PIVOT PIN AND NUT CORROTION"	"AP"	"AP"
"4D FWD CABIN FLOOR WAS DENT PN : 143A581"	"CBN,WSSR"	"EA"
"AFT CARGO FLOOR # 2 MULTIPLE DENT"	"AP,STR,WSPT"	"EA"
"13D FWD CABIN FLOOR WAS DENT PN : 146A58"	"CBN,WSSR"	"CBN"
"14A CABIN FLOOR WAS DENT PN : 146A5810-4"	"CBN,WSSR"	"CBN"
"PCU CONTROL BUTTON CANNOT CONTROL SEAT M"	"WSSS"	"WSSS"
"CABIN FLOOR AFT POST AISLE ( AFT 18B ) D"	"CBN,WSSR"	"CBN"
"CABIN FLOOR AFT BEHIND GALLEY #4 (AFT 20"	"CBN,WSSR"	"CBN"
"AFT RH FAK BOX PAINT DIRTY"	"CBN,WSCN,WSSS"	"CBN"
"FWD LH CEILING ENTRANCE LAMINATE WAS BAD"	"CBN,WSCN"	"CBN"
"AFT RH EMERGENCY DOOR WINDOW ROLLER SHAD"	"CBN"	"CBN"
"ALL SEB COVER DIRTY POSITION Y-CLASS SEAT"	"CBN"	"CBN"
"L/H INNER SPLIT SHUT LEGEND ALWAYS ILLUM"	"NA"	"NA"
"FWD RH BELLY FAIRING PNL 196HB RECEPTACL"	"STR"	"STR"
"R1 DOOR WAY PANELS WAS PAINT PEEL OFF"	"CBN,WSCN,WSSS"	"CBN"
"FWD O/B ATTD SEAT PAINT DISCOLORATION"	"CBN,WSSS"	"CBN"
"ALL SIDE WALL PANEL NEED CLEANING"	"CBN"	"CBN"
"EMER EXIT DOOR L FWD PAINT PEELING"	"CBN,NA,WSSS"	"CBN"
"LH ACM BAY BETWEEN REHEATER & WATER EXTR"	"EA"	"EA"
"BONDING LEADS HAS TEAR AT LH WING AFT FL"	"AP,EA"	"AP"
"ALL LUGGAGE BIN DOOR PAINT WERE BAD COND"	"CBN,WSCB,WSSS"	"CBN"
"INSERT NUT LOWER DEVIDER AT CABIN FLOOR AFT GALLEY #4 BROKEN 4 EA"	"CBN,WSSR"	"CBN"
"FORWARD CABIN LH SIDE INTERCOSTAL CORROD"	"STR"	"EA"
"DURING T/E FLAP OPERATIONAL TEST WHEN PO"	"AP"	"EA"
"FAK AFT AREA NEAR EXPIRE DATE"	"CBN"	"CBN"
"BMC #2 FAULT"	"EA"	"EA"
"[CUSTOMER REQUEST] REMOVE APU FIREXT BOTTLE P/N : 472412, S/N: 1137M AS SERVICEABLE CONDITION"	"AP"	"CBN"
"RH WING NAV LIGHT LENS COVER HAS EROSION"	"EA,WSCB"	"EA"
"REF HIL SEQ. C79 SMART MONITOR AT SEAT 27C, 39D, 39E, 39F, 25K, 38A HAVENO POWER"	"CBN"	"CBN"
"AFT CARGO COMPT AT FR.65 STGR 38R-38L CENTER ANGLE PARTITION CORROSION"	"STR,WSPT"	"STR"
"AFT CARGO COMPT BTW FR.58-FR.59 STGR 38LH PLATE CORNER CORROSION"	"STR,WSPT"	"STR"
"HOLE OF SCREW TAIL CONE FLAP FAIRING #6 HAS OVERSIZE"	"AP,WSPT,WSSR"	"AP"
"OUTLET LH AND RH ACM PAINT HAS PEEL OFF"	"AP"	"NA"
"AFT CARGO LIGHT FLASHING"	"EA"	"EA"
"REMAIN SCREW STILL LEAVED ON BRACKET STOPER SEAT AFT RH OUTBOARD STA 640- STA660"	"CBN,STR"	"CBN"
"LH WING SPOILER LEAD BONDING HAS BROKEN"	"EA"	"EA"
"ENGINE#1 HBV DUCT HAS OVER PLAY"	"AP"	"AP"
"AFT CARGO DOOR BUNGEE LANYARD FITTING ELONGATED AND LANYARD DAMAGE"	"AP"	"AP"
"AFT CARGO DOOR FOUND CORROSION AT RECEPTACLE LOWER PANEL"	"STR"	"STR"
"RH WING FLAP MOVEABLE FAIRING #4 BONDING HAVE TEARS 3EA"	"AP,EA"	"AP"
"RH WING AFT FIXED FLAP FAIRING #3 O/B SEAL HAS TEAR"	"AP,STR"	"AP"
"ENG #2 DMS BOX NOT COMPLETE"		
"AFT CARGO SIDEWALL LH #2 HAS DAMAGED"	"AP"	"EA"
"AFT CARGO SIDEWALL RH#2 LWR HAS DAMAGED"	"AP,STR"	"EA"
"EXT FUSELAGE SKIN BTW STA 807 - STA 827"	"STR,WSNC,WSPT"	"EA"
"RH CANOE FIX FAIRING NO.5 & 6 PAINT PEEL OFF"	"WSPT"	"EA"
"FWD CARGO BALL TRANSFER PANEL 132GG HAS"		
"L/H MOVEABLE FAIRING #5 SEAL TEAR OFF L"		
"ATC ANTENNA #2 PAINT PEEL OFF"		
"VHF #2 ANTENNA PAINT PEEL OFF"	"EA"	"EA"
"PLATE NUT 30 EA CORROSION AT FR 53.2 AFT BELLY FAIRING LOWER FUSELAGEPANEL 198BB"		
"C52 B1 SOAP DISPENSER FOUND BROKEN POS."		
"CARGO DOOR SEAL AT FWD CARGO DOOR HAS BR"	"AP,EA"	"EA"
"COCKPIT SEAT TRACK WORN OUT"	"CBN"	"EA"
"LH MLG MAIN DOOR FWD HINGE FITTING BEARI"	"AP,WSST"	"AP"
"CLIP ANGLE CORROSION AT FR 53.8 BELLY FA"		
"LH ELEVATOR TAB PAINT PEEL OFF"	"AP,WSPT,WSST"	"EA"
"ENG#2 BRACKET POS 10 O''CLOCK AREA TURBI"		
"FWD CARGO LH SIDE WALL NO.2 DAMAGE"	"AP,STR"	"EA"
"C55 B2 LAVATORY MIRROR L35 SCRATCH"		
"LH FIX FAIRING #3 EROSION AT FWD SIDE"		
"INSIDE WALL OF LAV 53 NEED REPAINT"		
"THE LOUVER AC SEAT NO 26H,30H, 33H, 42H<"	"CBN"	"EA"
"AFT CARGO DOOR STOP FITTING LOCK SPRING HAS NOT COMPLETE 2 EA"	"AP"	"EA"
"RUDDER INSTALLATION NEED COTTER PIN MS24"		
"C82 B2 ENDCAP RH LOWER SIDE ATTENDANT SEAT 4RH DIFFERENT COLOR (1EA)"		
"LH MLG BRAKE #2 NIPLE GREASE EQUALIZER N"		
"LH WING FLAP TRACK #5 FIX CANOE FOUND ER"		
"BULK CARGO LOWER SIDEWALL 162 DW FOUND P"		
"AFT PARTITION LAMINATE DIRTY AND SCRATCH"		
"ENG #1 L/H T/R HINGE PNL SCREWS CORROSIO"		
"PAX SEAT FAIRING AISLE SIDE FROM 16D TO"		
"NUMEROUS LUGGAGE BIN DOORS PAINT PEELED"		
"FWD CARGO TRACK #3 RH SIDE SIGN CORROSIO"		
"WATER STRAINER HINGE OF GALLEY 5 TEMPORA"	"WSCN"	"WSCN"
"PANEL COCKPIT BOX LG PINS LH MANY SCRATC"		
"SOME AREA FLAKING PAINT AT UPPER FUSELAGE SKIN BETWEEN FR 38 - FR 45 ANDBETWEENSTR 8 LH TO CENTER LINE"		
"RH ELEVATOR PANEL NEED RESEAL"		
"BONDING CABLE AT RH FWD ACM AREA BROKEN"		
"RH WING BONDING CABLE AT O/B HINGE SPOILER #3 BAD CONDITION"		
"AFT CARGO LH UPPER SIDE FLOOR #5 HAS PUN"	"AP,WSPT,WSSR"	"AP"
"TRIM TANK FWD PANEL 319BL FUEL WAS LEAK"		
"RH PYLON MOVEABLE FAIRING O/B PLATE ASSY"	"AP"	"AP"
"FWD CARGO SILLWEB CORRODED"	"AP,NA,STR,WSNC,WSPT"	"AP"
"RH MOVABLE FLAP FAIRING #3 BONDING HAS TEAR 1 EA"	"EA"	"EA"
"FWD LH LINING DOOR CRACK UPPER SIDE"	"CBN,NA,WSCB"	"EA"
"SEAL UPPER CURTAIN NOT COMPLETE POS. FWD"	"CBN"	"EA"
"B4 DOOR LAVATORY L74 LAMINATE PEEL OFF"		
"ENG 1 T/R INBDD HEATSHIELD EXIT PLATE HA"	"WSSR"	"EA"
"ALL CABIN CARPET ERROTION"	"WSSW"	"EA"
"SCREW ATTD SEAT CORROSION"	"CBN"	"EA"
"AC LOUVER AFT RH ENTRY DOORWAY CRACK AND"	"CBN"	"EA"
"RH WING OUTBOARD AFT FLAP LOWER SURFACE"	"WSPT,WSSR"	"EA"
"ENGINE 1 LH FAN COWL RUBBER SEAL RIVET L"		
"LH LOWER FUSELAGE SKIN FOUND LIGHTNING STRIKE BETWEEN FR 1-FR 2. DISTANCE 118MMABOVE UPPER LAP JOINT AND 158MM FROM FR 1"		
"AFT CARGO DOOR SILL BALLMET PANEL BROKEN 1EA"		
"NOSE LANDING GEAR AFT DOORS RH SIDE FOUN"		
"DAMPER OF ATTD SEAT AFT R/H NOT PROPER I"	"WSSS"	"EA"
"LH FUSELAGE FOUND CHAFFING 2 SPOT BETWEE"		
"MAGAZINE POCKET ON FWD WALL CREW REST PA"		
"ENGINE 1 FAN BLADE NICK NO.17"		
"ENGINE #1 CNA RH SIDE POS 03.00 O'CLOCK NEAR INNER STURT FASTENER HASLOOSE"	"WSSR"	"WSST"
"APU MOUNTING NUT RUN-ON HAS OUT OF LIMIT"	"AP"	"AP"
"RUBBER DOOR WASTE BOX NOT INSTALL L82"	"CBN"	"CBN"
"RH FUSELAGE FR 54-55 AND STGR 46 RH-49 RH FOUND SKIN CHAFING"	"NA,STR,WSNC,WSPT"	"WSNC"
"ENG #2 LH FAN COWL FWD LOWER CORNER PLATES (ITEM 70) FOUND"	"WSSR"	"WSSR"
"LOWER FUSELAGE AROUND AVIONIC COMPT DOOR AREA FOUND PAINT PEEL OFF"	"WSPT"	"WSPT"
"PICCOLO TUBES CLAMPS AT AIR CONDITIONING COMPARTMENT BEEN CORROTION 2 EA"	"EA"	"EA"
"AFT CARGO ROLLER TRACK #5 CORROSION POS BETWEEN FR 53.5 - FR 53.8"	"AP,NA,STR"	"AP"
"AFT CARGO SIDEWALL 152 JW PUNCTURE"	"AP,WSPT,WSST"	"AP"
"PILOT SEAT, NUT&WASHER OF BAR BUMP MISSING 2EA"	"WSSS"	"WSSS"
"RESTRAINT SYS OF PILOT SEAT WAS DIRTY&SLIGHT FRAYING"	"WSLS"	"WSLS"
"ALL SEATBELTS OF ATTD SEAT WERE DIRTY"	"WSLS,WSSS"	"WSLS"
"BATTERY PACK POST DOOR 4 R/H FWD TAKEN FOR PK-GIE"	"CBN"	"CBN"
"AFT CARGO FLOOR#4 HAS MULTIPLE DENT"	"STR"	"STR"
"HALON FIRE EXT WILL BE EXP SOON, QTY: 1EA POST: 5LH"	"CBN"	"CBN"
"ENG#1 O/B T/R UPPER SEAL HAS TEAR OFF"	"WSST"	"WSST"
"NGS SOV TAKEN FOR PK-GIE"	"EA"	"EA"
"AFT CARGO SIDE WALL LOWER SIDE#3 HAS DAMAGED"	"AP,STR"	"AP"
"PAN FLOOR L53 FOUND DAMAGE"	"CBN,WSCB,WSST"	"CBN"
"ENG 1 RH FAN COWL ENGINE NO 1 UPPER RUBBING STRIP CHAFED"	"NA"	"WSSR"
"ENG 1 RH FAN COWL ENGINE NO 1 CORNER PLATE CHAFED AND MISSING (4 EA)"	"NA"	"WSSR"
"LH FAN COWL ENGINE NO 2 STRAKES EROSION"	"WSSR"	"WSSR"
"FWD CARGO LH SIDEWALL#3 HAS DAMAGED"	"AP,STR"	"AP"
"UPPER FUSELAGE VHF 1 FOUND PAINT EROSION"	"AP,EA,STR,WSPT,WSST"	"STR"
"UPPER FUSELAGE FR.45 STGR 5LH-13LH FOUND PAINT PEEL OFF"	"WSPT"	"WSPT"
"REF CML SEQ C37 LAVATORY D MIRROR LIGHT TAKEN FOR PK-GFR"	"CBN"	"CBN"
