"DESCRIPTION","SKILL","SKILL_ACTIVE","TARGET"
"(LESSOR FINDING)RH WING UPPER HOOK FOR EMERGENCY ESCAPE ROPE FOUNDCORROSION APPEARS TO GO UNDER FITTING, SO FITTING LIKELY TO NEED REMOVALIN ORDER TO CORREC","STR,WSNC,WSPT","WSNC","7"
"FWD ACCESS DOOR STR FOUND DIRTY","AP","AP","0"
"RH WING REFUELING PANEL PAINT PEEL OFF","AP,EA,STR,WSNC,WSPT","AP","0"
"BATT#2 NEED SHOP CHECK","EA","EA","1"
"FWD ENTRY LIGHT LENS YELLOWING","CBN","CBN","2"
"AFT SVC DOOR LAMINATE SCRATCH","CBN,WSCB,WSSS","CBN","2"
"EXT F/S AT STA 178 STR 13R FOUND EXISTING BLEND OUT","STR,WSNC","EA","1"
"ENG #1 L/E NOSE COWL ERRODED SURFACE AT 6 O'CLOCK","STR,WSNC","EA","1"
"FWD ENTRY DOOR SEAL BROKEN","CBN","EA","1"
"COVER LENS OF ANTI COLLISION LIGHT AT RH WINGTIP PN 9EL404905-05 WAS TAKEN BY PKGPD","EA","EA","1"
"REFF HIL C06-140121: ""SOAP DISPENSER LAV D BOTTLE MISSING AND PUMP U/S""","CBN","EA","1"
"FOUND ERROSION AT ENG#2 I/B T/R DRAG LINK ATTACHMENT FITTING BLOKERDOOR#6 AREA","AP,WSSR","EA","1"
"FOUND ERROSION AT ENG#2 I/B T/R DRAG LINK ATTACHMENT FITTING BLOKERDOOR#10 AREA","AP,WSSR","EA","1"
"ALL PLACARD LINING DOOR POURE COLOUR","CBN,WSPT","EA","1"
"ENG#2 CNA INNER UPPER SIDE FOUND RIVET LOOSE 15EA","STR","EA","1"
"ESN V10284-WET AREA FOUND BELOW LH VSV ACTUATOR, AND SOME OIL PUDDLEFOUND AT THE BOTTOM IN THE ENG COVER","AP","EA","1"
"RIGHT WING MOVEABLE FLAP FAIRING #6 HAS","AP","AP","0"
"RH ENGINE EXHAUST LABYRINTH SEAL HAS CRA","AP,STR,WSST","AP","0"
"DOOR OVEN NO.3 GALLEY 6 WAS CRACK",,,"9"
"LH WING O/B AFT FLAP DELAMINATED",,,"9"
"EXT F/S SKIN BTW BS 727E-727F STR 26L-26","WSPT","WSPT","4"
"EXT F/S SKIN BTW BS 967-987 STR 26R-27R","WSPT","WSPT","4"
"LH WING RING PANEL TANK BTW WS 253-278.5","AP,STR","AP","0"
"ENG#2 NOSE COWL FILLET SEAL HAVE DAMAGE",,,"9"
"RH WING I/B AFT FLAP LWR SURFACE MULTIPL",,,"9"
"FWD CARGO INSULATION BLANKET LH#11 HAS D",,,"9"
"T/R ENG#2 LITE ILLUMINATE","AP","AP","0"
"AFT CARGO BALLTRANSFER PANEL STA 1820-18","AP,WSPT","AP","0"
"FWD CARGO BALL TRANSFER PANEL STA 580-66","AP,WSPT,WSST","AP","0"
"SEAT BACK POCKET COVER DIRTY","WSLS,WSSE","WSLS","9"
"FWD CARGO BALL TRANSFER PANEL STA 560-58","AP,NA,WSPT","AP","0"
"O-RING SEAL AT INNER WASTE FLAPER OF DRA","CBN","CBN","2"
"ENG #3 RH THRUST REVERSE SLEEVE WIRE MES","AP,WSPT,WSST","AP","0"
"BLUE HYD MANIFOLD 5101JM2 FOUND BLACK DEPOSIT AT PORT B","AP","AP","0"
"SIDE TRIM OF BUSSINESS SEAT LOOSE POST.","CBN,WSSS","CBN","2"
"ENG #1 RH C-DUCT LANYARD CORROSION 2 EA","AP,WSST","AP","0"
"PYLON #2 PANEL 462 LL SCREW LOOSE MID AR","AP","AP","0"
"LESSOR FINDINGS DOOR HANDLE OPERATING DE","WSPT","EA","1"
"FWD CARGO LOADING AND STA PLACARD BAD CO","WSPT","WSPT","4"
"LESSOR FINDINGS OBSERVER SEAT (BEHIND CA","CBN","EA","1"
"LESSOR FINDINGS ALL STATIC WICKS AT RUDDER ARE DAMAGED.","EA","EA","1"
"LESSOR FINDINGS FWD TOP VHF ATTENNA IS ERRODED AND PAINT DAMAGED.","EA,WSPT","EA","1"
"LESSOR FINDINGS LH O/B AILERON DATA PLAT","WSPT","EA","1"
"THERE IS EVIDENCE OF BLENDING ON THE FAS","STR,WSNC,WSPT","STR","3"
"LH ENGINE PYLON FRAME SIGN OF CORROSION","STR","STR","3"
"RH WING UPPER L.E SKIN RIVET LOOSE 4EA A","STR","STR","3"
"MED#R4 THE EMERGENCY POWER CABLE (LINKAG","CBN","CBN","2"
"SUPPORT ARM COVER BROKEN POS DOOR 1 LH","CBN,WSCB,WSSS","CBN","2"
"CABIN PLACARD BAD CONDITION (SEE SAMPLE)","CBN,WSPT","CBN","2"
"GALLEY 4 FITTING WAS MISSING 2EA","CBN","EA","1"
"PASSENGER READING LIGHT LENS CRACKED/BRO","CBN","CBN","2"
"RH WING TANK FUEL VENT SCOOP PLATENUT HO","AP,WSPT,WSST","AP","0"
"RH WING I/B MID FLAP UPPER SURFACE RIVET","STR","STR","3"
"LH WING TRACK #3 FITTING O/B SIDE HAS OV","AP","AP","0"
"LH WING O/B AILERON UPPER SURFACE HOIST","AP","AP","0"
"LH WINDSHIELD WAS SCRATCHES","CBN,STR","CBN","2"
"DOOR WASTE FWD GALLEY HARD TO OPEN","CBN,WSCB","CBN","2"
"""RH NLG FWD DOOR BONDING CABLE BROKEN 1","EA,NA","NA","8"
"LAV D LIGHT COVER STUD NOT COMPLETE","CBN","CBN","2"
"LH ELEVATOR TIP STATIC DISCHARGE BROKEN","EA","NA","8"
"ALL LUG BIN DOOR WERE PAINT PEEL OFF AND","CBN,WSCB,WSSS","CBN","2"
"ENG #2 T/R LATCH INDICATOR PN 740-0137-513 NEED TO REMOVE D/T ENG SENTTO OEM","AP","EA","1"
"NLG MECHANICAL CONTROL TUBE TAKEN FOR SERVICE PK-GQA","AP","AP","0"
"FWD CARGO LH PARTITION FR 24 HAS BROKEN","AP,WSPT,WSSR","AP","0"
"EXT FUSELAGE SKIN AT FR 29 STR 4R - 5R L","STR,WSNC,WSPT","STR","3"
"RH PRIMARY H/E PLENUM DELAMINATION","EA,WSSR","EA","1"
"LH PRIMARY HEAT EXCHANGER HAS DIRTY","EA","EA","1"
"M/D CARGO ROLLER SIDE GUIDE CRACK 6 EA","AP","EA","1"
"RH WING MOVABLE CANOE #7 LOWER SIDE PUNCTURE","WSPT,WSST","WSPT","4"
"G#5 DOOR SCREW COMPARTMENT 517 AND 525 MISSING","CBN,WSCB","CBN","2"
"LESSOR FINDING: FOUND DAMAGE SKIN NEAR BULK CARGO DOOR IN STA29362/FR62,BETWEENSTGR R33-R35","STR,WSNC,WSPT","STR","3"
"LESSOR FINDING: HYD RESEVOIR PRESS PANEL 195BB FOUND SEAL INSIDE DAMAGE AND PAINT PEELED OFF","AP,NA,WSPT","EA","1"
"CABIN FLOOR FOUND SCRATCH (FR 28-32 R2)","CBN,WSST","EA","1"
"LESSOR FINDING : FWD CARGO DOOR SELECTOR PANEL-DECAL ILLEGIBLE","WSPT","EA","1"
"CABIN FLOOR FOUND SCRATCH (FR28-32 L2)","CBN,WSST","EA","1"
"CABIN FLOOR FOUND SCRATCH (WKO 2444784)","CBN,WSST","EA","1"
"FWD CARGO LIGHT BALLAST UNIT (1EA) TAKEN FOR SERVICE PK-GLZ","EA","EA","1"
"RH WING INB AILERON UPPER SURFACE PAINT PEEL OFF","WSPT","WSPT","4"
"RH NAV LENS COVER HAS EROTION","EA,WSCB,WSPT,WSSR","EA","1"
"GALLEY 1 WASTE COMPARTMENT FOUND SOME CORROTION","WSCN","WSCN","9"
"EXT FUSELAGE SKIN BTW BS 727G-727H STR 25R-27R GOUGED","STR,WSNC","STR","3"
"EXT FUSELAGE SKIN BTW BS 794.3-867 STR 23R-26R CORRODED & NICK","STR,WSNC","STR","3"
"FWD CARGO COMP SHOPHEAD RIVET CORRODED BTW FR 32-33 STR 39L","STR,WSNC","STR","3"
"DURING INSPECT FOUND CABIN FLOOR PLATE PN D5367009920200 FOUND SCRATCH","CBN","CBN","2"
"EXT FUSELAGE SKIN BTW BS 500G-500H STR 23L-23R CORRODED","STR,WSNC,WSPT","STR","3"
"EXTERNAL FUSELAGE SKIN BTW FR.64-FR.66 STGR 14R-18R EXISTING BLEND(3ea)","STR,WSNC","STR","3"
"EXT FUSELAGE SKIN FR 38-39 STGR 2RH-5RH EXISTING BLEND 2EA","STR,WSNC","STR","3"
"EXT FUSELAGE SKIN FR 41-42 STGR 15RH-16RH EXISTING BLEND","STR,WSNC","STR","3"
"EXTERNAL FUSELAGE SKIN BTW FR.60-FR.63 STGR 5R-6R EXISTING BLEND(2EA)","STR,WSNC","STR","3"
"EXT FUSELAGE SKIN FR 47-48 STGR 10RH-14RH EXISTING BLEND 2EA","STR,WSNC","STR","3"
"RH WING UPPER SLAT NO.8 CORROTION","AP,WSPT,WSSR","AP","0"
"FINDING LESSOR : CAPT SLIDING TABLE CRACK","CBN,WSCN,WSSS","CBN","2"
"FINDING LESSOR : PANEL BOOK STOWAGE BESIDE CAPT WAS BROKEN","CBN,WSCN,WSSS","CBN","2"
"FINDING LESSOR : LH SLIDING WINDOW ROLLER SHADE TEAR","CBN","CBN","2"
"REFF AML SEQ 19 : CAPTAIN SEAT TAKEN FOR","CBN","CBN","2"
"RH UPPER PYLON ACCESS PANEL FOUND ERODED","AP,WSPT,WSSR","EA","1"
"APU DUCK THERMAL SWITCH S2211 FAIL ON TEST","EA","EA","1"
"ARMREST FOUND DISCOLORATION AT SEAT 22E","WSSE","CBN","2"
"PANEL NEAR SIDE STICK CAPT SIDE FOUND DIRTY AND BAD CONDITION","WSCN","CBN","2"
"FWD CARGO COMPARTMENT DOORS HANDLE MARKING/PLACARD "" PUSH, PULL"" FOUND BAD CONDITION","WSPT","WSPT","4"
"AFT CARGO COMPARTMENT DOORS HANDLE MARKING/PLACARD "" PUSH, PULL"" FOUND BAD CONDITION","WSPT","WSPT","4"
"CEILLING TOP GALLEY #5,#6 PAINT PEEL OFF","CBN,WSCB,WSSS","CBN","2"
"MIRROR INSPECTION ON DOOR 2 AND DOOR 4 W","CBN,WSCB","CBN","2"
"FWD CARGO SIDE WALL 132 FX STICKER BAD C","WSPT","WSPT","4"
"ENG #2 RH FAN COWL HOLD OPEN ROD FWD DEC","AP,WSPT","WSPT","4"
"ENG #2 UPPER CNA FAIRING FASTENERS NOT I","WSPT,WSST","WSPT","4"
"DOOR FRAME PANEL 4LH 271 KW PAINT PEEL OFF","CBN,WSCB,WSSS","CBN","2"
"NOSE RADOME SEAL HAS TEAR","EA","EA","1"
"LH WING VARIABLE CHAMBER #10 LIP SEAL TO","WSST","EA","1"
"LH WING FUELING PANEL LAMP BOLTS NOT INS","EA","EA","1"
"ENG 2 RH T/R HINGE NO.2 BOLT THREAD SIGN","AP","AP","0"
"THE RUBBER SEAL ALL DADO PANEL POST BOTT","CBN","CBN","2"
"LESSOR FINDING : SOME COCKPIT PANELS PAINT PEELED OFF, SCRATCHED ANDWORN, NEEDTO PAINT TOUCH UP AS MARKED","CBN,WSCN,WSSS","WSSS","5"
"G1 PLACARDS BELOW WORK LIGHT SCRATCHED AND DULL NEED TO REPLACE","CBN,WSPT","WSPT","4"
"LAV.A DOOR SEAL EDGE NEED TO REBOND","CBN","CBN","2"
"ENG #1 OUTBOARD LOWER PIVOT DOOR COVER F","AP,WSNC,WSPT,WSST","AP","0"
"G6 G3 CONTAINER COMPARTMENT ALUMINIUM LINER DAMAGE AS MARKED,NEED TO RECONDITION","CBN,NA,WSCB","CBN","2"
"LH WING O/B AFT FLAP SPINDLE YOKE OVERPL","AP,NA,NDT,WSPT,WSST,WSWB","EA","1"
"ENG#2 INB C-DUCT DCAL BROKEN","WSPT","WSPT","4"
"PYLON #2 FOUND PRECOOLER LEAK","AP","AP","0"
"LH EXHAUSE PAX NEED REPAINTING","WSPT","WSPT","4"
"NEED CLEANING FOR FMC NO.1","EA",,"9"
"NEED CLEANING FOR FIRE/OVHT CONT MODULE","EA","EA","1"
"CENTER BOX ALL FUEL CONNECTION FOUND LEA","AP,STR","AP","0"
"SCREW OF BACKREST PANEL OF 3RD OCCUPANT","WSSS","WSSS","5"
"CEILING LIGHT ON STA 480 CTR RH CAN NOT","CBN","CBN","2"
"AFT CARGO FLOOR PANEL 151LF PUNCTURE","AP,WSSR","AP","0"
"LH NOSE L/G FIX DOOR SEAL NOT PROPER INSTALL","AP","AP","0"
"FWD CARGO AFT BULKHEAD CENTER SIDE MULTIPLE DENT","AP,WSPT,WSSR","WSSR","9"
"ENG#2 LH FAN COWL POS 06.00 CLOCK SEAL WAS MISSING","WSST","WSST","9"
"POWER ACCUMULATOR BLUE HYD FOUND LEAK AT","AP","AP","0"
"LESSOR FINDING - FORWARD FUEL LOW PRESSURE LIGHT IS OFF, PLEASE REPLACE","EA","AP","0"
"LESSOR FINDING - EEC ALTERNATE GUIDE COVER LENSE LOOK DULL, PLEASE REPLACE","EA","EA","1"
"RH PYLON TO WING ATTACHMENT INSIDE AREA FOUND SOME NUT HAVE CORRODED","AP","AP","0"
"RH WING SLAT TRACK NO.8 HAS ROLLER MARKS","AP,NA,WSST","STR","3"
"LESSOR FINDING - BOTH CONTROL COLUMN NEED TO BE REPAINTED","WSPT","EA","1"
"FWD CARGO COMPARTMENT STRINGER 43R CORRODED BTW FR 34-FR 35","STR","STR","3"
"ALL DOOR HANDLE NEED COTTER PIN","CBN","CBN","2"
"LESSOR FINDING - E/E COMPARTMENT DOOR SEAL TORN AS MARK","AP,EA","EA","1"
"LESSOR FINDING: GALLEY 4B COMPARTMENT 402 TRIM FOUND SCRATCHES AND NICKS","WSCB","WSCB","9"
"EXT F/L SKIN LIGHTNING STRIKE ON FASTENER FR 5 , 115mm ABOVE OF LOWER BUTT JOINTLH SIDE","STR,WSNC,WSPT","STR","3"
"FWD CARGO LOWER LUBE SKIN PAINT PEEL OFF BTW FR 30-31 STRG 40-42R","WSPT","WSPT","4"
"RH SPOILER #3 O/B HINGE PIN BUSHING HAS CORROSION 2EA","AP","AP","0"
"RH SPOILER #4 I/B HINGE PIN HAS MULTIPLE SCRATCH","AP","AP","0"
"FWD CARGO COMPARTMENT CLEAD AT FR 30 BTW STGR 40RH-41RH CORRODED","STR,WSNC","AP","0"
"(CUSTOMER REQUEST) REMOVE THE CONDENSER FORRECERTIFICATION IN SHOP, P/N : 756A0000-05, S/N : 01407","EA","EA","1"
"BULB SEAL AT LH WINGLET FOUND TEAR 1EA","AP","AP","0"
"ENGINE #1 OIL TEMPERATUR SENSOR NOT COMPLETE","EA","EA","1"
"LEFT WING - SURGE TANK ACCESS PANEL PAINT PEEL OFF","AP,WSPT","AP","0"
"AFT CARGO LH SIDEWALL #1 HAS TEAR OFF","AP,STR","AP","0"
"AFT CARGO LH SIDEWALL #2 HAS TEAR OFF","AP,STR","AP","0"
"REFF CML SEQ C59 : SPARE LIFEVEST SOTWAG","CBN","CBN","2"
"WXR RADAR PROCESSOR TAKEN FOR PK-GMR (RE","EA","EA","1"
"WXR RADAR TRANSCEIVER TAKEN FOR PK-GMA (","EA","EA","1"
"RH WING M/T #4 INNER TANK 1EA BONDING AT WS 779.5","AP,EA","AP","0"
"RH INBOARD FLAP NEED DAMAGE ASSESSMENT","WSNC,WSPT,WSSR","WSSR","9"
"REF CML SEQ C22, BATTERY PACK POS AFT LH","CBN","CBN","2"
"CARPET POS USL-43, USR-43, USL-53, AND USR-53 WORN OUT","WSSW","WSSW","9"
"EXT FUSELAGE SKIN BTW FR 33-34, STR 43R-44 CORRODED","STR,WSNC,WSPT","STR","3"
"PLACARD ""LATCH CLOSED DURING TAKEOFF AND LANDING"" WAS WORN OUT AT U/D DOGHOUSE","CBN,WSPT","EA","1"
"ENG#1 INBRD THRUST LINK HAS A CORROSION","Repair Eng/APU Chemical Cleaning","NA","8"
"ENG#1 PRSOV TEST PORT CAP HAS A CORROSION","AP","NA","8"
"[FINDING LESSOR] PLEASE MAKESURE DURING PERFORM VISUAL INSPECTION OF APU COMPARTMENT EXHAUST MUFFLER INSULATION COVERS AND BELLOWS AS PER C-CHECK TASK CARD, EX","AP","EA","1"
"LH WING SLAT #4 I/B AUXILIARY ARM GUARD SIDE SUSPECT CHAFED","AP,WSSR,WSST","AP","0"
"LH WING SLAT #1 UPPER SURFACE MULTIPLE DENT","AP,WSNC,WSPT,WSST","AP","0"
"HINGE AFT WING TO BODY FAIRING PANEL 194DR PAINT PEEL OFF","AP,WSPT","STR","3"
"231PF 5B CABIN FLOOR WAS DELAMINATION PN : 143A5810 - 557","CBN,WSSR","CBN","2"
"[FINDING LESSOR] STATIC DISCHARGER ON INBOARD FLAP OUTBOARD FLAP TRACKFAIRINGDETERIORATED","EA","EA","1"
"[FINDING LESSOR] NLG FWD DOOR LEADING EDGE WITH SIGN OF EROSION","AP","WSSR","9"
"STA 500F STR 24R-25R FRAME 1 EA DENT","STR,WSNC,WSPT,WSSR,WSST","STR","3"
"AFT CARGO BLOW OUT PANEL FOUND TORN","AP,NA,STR","STR","3"
"APU EXCITER TAKEN FOR SERVICE PK-GLS","AP,EA","EA","1"
"ENG #2 I/B LOWER T/R ""KEEP AWAY PIVOT DOOR"" PLACARD TEAR OFF","WSPT","WSPT","4"
"REF CML C68 BATT EPSU POST: 17WL P/N: 3214-31 S/N: 875250 NOT INSTALL(TAKEN FOR PK-GPD ,INST. AT 15WL)","CBN","CBN","2"
"ALL WINDOWS AERODYNAMICAL SEAL NEED RESEALANT","CBN,STR","CBN","2"
"NDB EXPIRED DATE","EA","EA","1"
"STA 500B STR 25L 1FRAME 1 EA DENT","STR,WSNC,WSPT,WSSR,WSST","STR","3"
"ENGINE ESN V10340 #1 STRUT FAIRING HAS TAKEN FOR SERVICE VT-IDP","AP",,"9"
"GASKET AT LH AIR CYCLE MACHINE WAS BROKEN","EA","EA","1"
"CLAMP MUFFLE AT LH ACM BAY HAS NOT PROPER INSTALL","EA","EA","1"
"LAV D LIGHT LENS CRACKED","CBN","WSCB","9"
"AIR INLET DOOR ACTUATOR APU TAKEN FOR PK","AP","AP","0"
"THE SEAT TO SEAT CABLE CHAFING","CBN,WSSS","CBN","2"
"LH ENGINE AFT PYLON LOWER PNL PAINT PEEL","WSPT","WSPT","4"
"LH LWR HORSTAB AND PANEL PAINT PEEL OFF","WSPT","WSPT","4"
"ENGINE #1 CONNECTORS HARNESS HAS LOOSE (","EA","EA","1"
"RH ENG DURING EGR FOUND FUEL DROP AT LEF","AP","AP","0"
"AFT CARGO COMPART LH SHORTPLATE BTW BS 7","STR","STR","3"
"EXT F/S SKIN BTW BS 303.9-312 STR25L-26L","NA,STR,WSNC,WSPT","NA","8"
"ENG 1 O/B T/R UPPER ACTUATOR FOUND LEAK","AP,WSST","AP","0"
"LAV D LAMINATE PANEL UPPER LIGHT DENT","WSCB","WSCB","9"
"VERTICAL FIN TE SEAL PANEL PEEL OFF","AP,WSSR","AP","0"
"SPOILER #9 UPPER SUFACE PAINT PEEL OFF","WSPT","WSPT","4"
"MAIN DECK FLOOR BEAM CORRODED RBL 68.97","CBN,NA,STR,WSPT,WSST","CBN","2"
"ALL OF PNL AND DOOR CABINET LAV BROKE AN","CBN,WSCB,WSCN,WSSS","CBN","2"
"FINDING LESSOR : ECAM UPPER AND LOWER DISPLAY CONTROL PANEL KNOBS PAINTWORN OUT -EXCESSIVE WEAR-SAME TO BE REPLACED","EA","EA","1"
"FINDING LESSOR : CAPTAIN FOOT PEDESTAL RUBBER STRIP HOLDING METAL STRIP PAINT WORN OUT","WSSS","WSSS","5"
"AFT CARGO FLOOR NO.3 FOUND MULTIPLE DENT","AP,STR","AP","0"
"AFT AND FWD CARGO FLOOR NEED RESEALANT","AP,STR","AP","0"
"THE WEAR PADS FOR THE STOP PINS ON THE L","CBN,WSPT,WSST","CBN","2"
"RH WING TANK PANEL 644AB, 646AB, 646BB,","AP,STR","AP","0"
"LH WING INB. FORE FLAP SEQUENCE CARRIAGE","WSPT","WSPT","4"
"UPPER PYLON#1 CLAMP OF PNEUMATIC TUBE BR","AP,NA","AP","0"
"REF DDL 19250: COFFEE MAKER AFT GALLEY #","CBN","CBN","2"
"RH WING SLAT PANEL 621AB EROSION","WSNC,WSPT,WSST","WSNC","7"
"RH WING I/B AILERON SERVO PANEL 675AB ST","AP","AP","0"
"RH WING SLAT PANEL 622 TB EROSION","WSNC,WSPT,WSST","WSNC","7"
"TROLLEY DOOR BUMPER WAS BROKEN AT GALLEY","CBN","CBN","2"
"COVER LOCK GALLEY WAS LOOSE POST GALLEY","CBN","CBN","2"
"PANEL FOUND CHAFED POSITION NEAR FWD SID","WSPT,WSST","WSPT","4"
"CLAMP IS NOT PROPER INSTALL AT UPPER NOS","EA","EA","1"
"CLAMP FLEX HOSE AT NEAR 7272HA NOT INSTALLED","EA","EA","1"
"FRONT CAP UNPROPER INSTALL POS. 6B, 22AB","WSSE","WSSE","9"
"WASTE BOX WERE BROKEN AT LAVATORY BS1, C","CBN,WSCB,WSSS","CBN","2"
"LH WING V/C NO #4 LIPS SEAL WAS TEAR OFF","WSST","WSST","9"
"LH WING REAR SPAR WS 680 ANGLE BRACKET","STR,WSPT","STR","3"
"NAV DATA BASE EXPIRED (21 MAY - 17 JUN 2020)","EA","EA","1"
"INNER SURFACE LUGBIN PAINT PEEL OFF 14EA","WSCB,WSSS","WSCB","9"
"ENG#1 I/B AND O/B T/R TRANSLATING SLEEVE","WSPT,WSSR","WSSR","9"
"BULK CARGO ISOL VALVE DUCT CLAMP BROKE R","NA","NA","8"
"VERSTAB T/E FITTING PANEL 325 LL P/N F55","NA,STR","NA","8"
"MOST OF PAX ACCOUSTIC WINDOW PANE FOUND","WSCN","WSCN","9"
"LH SLAT PANEL 521NB HOLE ERROSION AND EDGE ERROSION","AP,WSPT,WSSR","AP","0"
"VERTICAL TRIM DOOR LUG.BIN CRACK AT RH S","CBN","CBN","2"
"APU FILTER BOWL NOT COMPLETED","AP","EA","1"
"LESSOR FINDING - LH WING SLAT #2 BLANK PANEL FOUND CRACK 1EA","AP","AP","0"
"LESSOR FINDING - UPPER RH WING HOOK FOR EMERGENCY ESCAPE ROPE FOUND CORROSION","STR,WSPT","AP","0"
"REF CML.C52 MIRROR ASSY LAV.L33 TAKEN FOR PK-GHD","CBN","EA","1"
"LESSOR FINDING - FWD RH ENTRY DOOR UPPER LOCATION FOUND CHAFING","CBN","CBN","2"
"SPARE LAMP P/N ASN E 429-01 NOT AVAIL 3 EA","EA","EA","1"
"LESSOR FINDING : RH BELLY FAIRING-ACCESS PANEL 192BT FOUND SEAL DAMAGE","AP","EA","1"
"LH WING FLAP TRACK FAIRING PNL 533BB AND 533CB SEAL HAS TEAR","AP,STR","AP","0"
"LH SLAT #4 LEAD BONDING HAS BROKE 1EA.","EA","EA","1"
"LH ENGINE 3 PROPELLER BLADE HAS TORN","WSPT,WSSR","EA","1"
"FOUND CRACKS ON URETHANE INTERLAYER WIND","CBN","CBN","2"
"PYLON 1 LH T/E FAIRING DOOR NEED REPAINT","WSPT","WSPT","4"
"LESSOR FINDING : ALL BUSSINESS SEAT FOOT REST FOUND THE HYDROLOCK WEAKS","WSSE","EA","1"
"LH WING L/E UPPER COMP PANEL BULGING AT","STR","STR","3"
"RH WING , L/E UPPER WING EROSION FROM WING ROOT TO WING TIP","WSPT,WSST","WSPT","4"
"WASH BASIN DOOR LAV,D CRACK AND DISCOLOURATION","CBN,WSCB,WSCN,WSSS","EA","1"
"(LESSOR FINDING) CAPT SLIDING WINDOW SHOW INTERLAYER MICROFLAKES CRACKING ON CIRCLE AREA WITH DISCOLOURATION, SHOULD BE REPLACED","CBN","CBN","2"
"LH WING VARIABLE CAMBER #4 SEAL TEAR OFF","AP","AP","0"
"FWD CARGO BALL TRANSFER PANEL LH1 PUNCTU","AP,NA,WSPT,WSST","EA","1"
"RH WING UPPER SURFACE WINGLET PAINT PEEL OFF","WSPT","WSPT","4"
"ENG #4 , LH THRUST REVERSE OPEN/CLOSE ACTUATOR FOUND OIL LEAK FROM PISTON","AP","AP","0"
"PLACARD INDICATOR WATER SERVICE PANEL WAS BROKEN","CBN,WSPT","CBN","2"
"REMOVAL RH SLIDE OVERWING FOR SENT TO SHOP","CBN,EA","EA","1"
"BODY FAIRING PANEL 192 FR INNER SKIN PUNCTURE","AP,WSPT,WSST","EA","1"
"FWD CARGO SCREW STUCK 60 EA","AP,STR","AP","0"
"PYLON #4 UPPER FWD SIDE PNEUMATIC","AP,STR","STR","3"
"ENG#2 RECEIVER OF SUPPORT CORE COWL THE FASTENERS HAVE LOOSE 2 EA AT RH SIDE","STR","STR","3"
"RH WING TANK PANEL 640MB SCREWS FOUND CORROSION 2EA","AP","AP","0"
"LH WLG SUPPORT BEAM FUSE PIN FOUND CRACK POS AT 1 O'CLOCK","AP","AP","0"
"AFT CARGO LH SIDE WALL PANEL TEAR STA 1680-1760","AP,WSST","AP","0"
"RH WING OUTER RING SEAL ON TANK PANEL 640 MB HAS BROKEN","STR","AP","0"
"RH WING OUTER RING SEAL ON TANK PANEL 640 JB HAS BROKEN","STR","AP","0"
"RH WING MOVEABLE CANOE#8 FIXED DRIVE LINK OVERPLAY","AP,WSST,WSWB","AP","0"
"RH UPPER WING TRAILING EDGE AREA, ADJACENT WITH ACTUATOR SPOILER 2, FOUND DAMAGEON THE RIVET HEAD","STR,WSNC,WSPT","STR","3"
"[REFF OIL-212] DOOR LAV SVC HINGED CORRODED","CBN","CBN","2"
"[REF - OIL - 235] AFT CARGO DOOR LOCK FITINGS MECHANISM ROLLER STUCK ON ALL 6 POSITION","AP","AP","0"
"AFT ENTRY DOOR SCUFFPLATE DENT.P/N;411A2219-25","CBN,WSNC,WSST","CBN","2"
"ENGINE #1 CNA UPPER RH SIDE FIRE SEAL HAS BROKE","WSSR","WSST","9"
"APU SIGMA SEAL HAS OUT OF LIMIT 1.24 INCH (LIMITATION 1.375-1.625 INCH)","AP","AP","0"
"ENG #1 LH FAN COWL RUBBING STRIP FOUND C","WSSR","WSSR","9"
"INSULATION BLANKET AT RH BLEED DUCT BROKEN","EA","EA","1"
"6EA BATTERY EMERG FLASH LIGHT WEAK","CBN","CBN","2"
"TAIL SECTION RH FUSELAGE SKIN CORROSION",,,"9"
"C53 B2 FOOT STEP GALLEY 4R NEED RUBBER",,,"9"
"APU ADAPTER FCU TAKEN FOR PK-GPD",,,"9"
"RH ENGINE FORTEX GENERATOR SEAL HAS TEAR","AP","EA","1"
"C86 B2 F/O & 3RD OCCUPANT COVER SEAT CUS",,,"9"
"RH WING LOWER SUSRFACE FASTENER SURFACE",,,"9"
"REF ADD 1959654: APU SURGE VALVE DUCT ELBOW INSULATION BLANKET UPPER ANDLOWER RUPT",,,"9"
"RECEPTACLE 30 EA BROKE AT ACM COMPARTMEN",,,"9"
"AFT CARGO COMPARTMENT NEED RESEALANT","STR","EA","1"
"LUGAGE BIN DOOR 35 ABC PUNCTURE ON INNE",,,"9"
"LH WING FLAP TRACK #4 MOV. CANOE FOUND",,,"9"
"ENG #1 CLAMP P/N AS62408 NEAR AOHE BROKE",,,"9"
"LH WING TANK PANEL 541BB RING SEALING BR",,,"9"
"C47 B3 SCREW ALL DOOR GALLEY STUCK",,,"9"
"W/W MLG TUBE LEAK FROM SWAGGING",,,"9"
"EXISTING BLEND 11 SPOT OBSERVED AT APPRO",,,"9"
"C59 B3 ALL DOOR LUGGAGE BIN PAINT PEEL O",,,"9"
"AFT CARGO CENTRE GUIDE AT FR 58 CAN''T U",,,"9"
"LH THS ELEVATOR SERVOCONTROL HYD TUBING BLOCK-CLAMP MISSING","AP","AP","0"
"RAM AIR EXIT #3 NEED REPAINT","EA,NA,WSPT","EA","1"
"ATTENDANT SEAT DOOR 2LH AFT DISCOLOURATI","CBN,WSSS","CBN","2"
